timestamp,latitude,longitude,weather_condition,road_type,traffic_density,vehicle_type,accident_severity
2023-10-26 01:54:00,40.83011699732923,-73.9647429952147,Clear,City Street,High,Car,0
2023-10-26 04:16:00,40.852710246811874,-74.00679100261824,Fog,Highway,High,Car,1
2023-10-26 09:02:00,40.74445821076591,-73.91010341574227,Fog,Highway,Medium,Car,1
2023-10-26 11:50:00,40.727527799608275,-73.86813558388748,Clear,Highway,Medium,Car,0
2023-10-26 12:27:00,40.811391225972145,-73.94572740962329,Rain,Intersection,Medium,Car,0
2023-10-26 15:09:00,40.84420420786055,-73.85460621707234,Rain,Intersection,Medium,Car,1
2023-10-26 16:31:00,40.842410906738245,-74.06577410686826,Clear,Highway,Medium,Car,0
2023-10-26 19:19:00,40.89547778864165,-74.0089795315071,Clear,City Street,Congested,Motorcycle,2
2023-10-26 21:47:00,40.833584894719216,-74.01959648037418,Clear,Highway,Low,Truck,1
2023-10-27 01:12:00,40.8711022350773,-73.9595083537864,Fog,Highway,Low,Car,0
2023-10-27 03:14:00,40.73280614629188,-73.97948713997599,Clear,City Street,Low,Car,1
2023-10-27 06:46:00,40.75408682399644,-73.91094406826363,Clear,City Street,Low,Car,0
2023-10-27 06:56:00,40.85825954915679,-73.99734810519395,Fog,City Street,Congested,Bus,1
2023-10-27 10:14:00,40.86583902820319,-74.0042867905939,Fog,City Street,Medium,Car,2
2023-10-27 11:25:00,40.798342514698014,-74.02847288985139,Clear,Highway,Medium,Truck,0
2023-10-27 13:03:00,40.77127870023966,-74.06112640077477,Clear,Rural Road,Medium,Car,0
2023-10-27 19:52:00,40.80204536543984,-74.09685942800505,Clear,Highway,Medium,Car,0
2023-10-27 21:37:00,40.803568277721375,-74.04298865564395,Clear,City Street,Low,Motorcycle,1
2023-10-28 01:46:00,40.75682717284108,-73.96062762988792,Clear,Highway,High,Motorcycle,0
2023-10-28 03:06:00,40.887109107902354,-74.02516461991426,Rain,Highway,High,Car,1
2023-10-28 03:35:00,40.78571292252036,-74.0065672427003,Clear,Rural Road,Medium,Truck,0
2023-10-28 03:40:00,40.8410034424807,-73.87573012974605,Fog,Highway,Medium,Truck,0
2023-10-28 06:04:00,40.899978533341006,-73.88226929529829,Clear,Intersection,Congested,Truck,0
2023-10-28 06:27:00,40.88992042940672,-73.8942819146773,Rain,Intersection,Medium,Car,0
2023-10-28 07:15:00,40.78086601186951,-74.08048821019479,Clear,City Street,Congested,Motorcycle,0
2023-10-28 07:58:00,40.7670984411934,-74.08515654268375,Rain,Intersection,Medium,Truck,1
2023-10-28 10:36:00,40.81841286155098,-74.06773612141357,Rain,Rural Road,Medium,Car,1
2023-10-28 11:17:00,40.89397826837635,-73.83457292692125,Clear,Highway,Medium,Car,1
2023-10-28 12:00:00,40.776716250508656,-73.837852878794,Clear,Highway,Low,Car,0
2023-10-28 14:02:00,40.74888788919434,-73.8261833750126,Clear,Intersection,Medium,Bus,0
2023-10-28 14:25:00,40.822263477410615,-74.04607592959852,Rain,City Street,Medium,Car,0
2023-10-28 17:46:00,40.71848458338101,-73.97700560419311,Clear,Intersection,Medium,Car,2
2023-10-28 18:10:00,40.88983410102153,-74.03691143196914,Clear,City Street,Congested,Car,1
2023-10-28 18:57:00,40.76051843053283,-73.84301811605059,Snow,Highway,Congested,Motorcycle,2
2023-10-28 19:23:00,40.724557980380844,-73.91570025702455,Clear,Rural Road,High,Car,0
2023-10-28 22:46:00,40.770575470100866,-73.9228659935214,Clear,Intersection,Low,Motorcycle,0
2023-10-29 06:52:00,40.8638260443122,-73.8661055382756,Clear,City Street,Congested,Car,1
2023-10-29 10:11:00,40.88153638904383,-73.9472522612371,Clear,Highway,Medium,Car,1
2023-10-29 13:12:00,40.78411811483138,-74.09095686156067,Clear,City Street,Congested,Car,0
2023-10-29 16:07:00,40.71300109788216,-73.96237334040316,Rain,Intersection,Congested,Car,2
2023-10-29 19:13:00,40.75815838884437,-73.93781493468762,Fog,City Street,High,Truck,1
2023-10-29 20:23:00,40.781428276911186,-73.8470091974388,Snow,Intersection,Low,Car,0
2023-10-29 22:15:00,40.81882429329984,-73.80079014553509,Snow,Rural Road,Low,Car,0
2023-10-30 01:29:00,40.70858723097355,-73.89206303634698,Clear,City Street,Medium,Car,0
2023-10-30 04:19:00,40.77795506392446,-73.84444815694116,Snow,Highway,Medium,Car,1
2023-10-30 04:25:00,40.77938637247687,-73.9621675464379,Clear,City Street,Medium,Motorcycle,1
2023-10-30 05:14:00,40.797011066191196,-73.9010412523955,Fog,Intersection,Medium,Car,0
2023-10-30 10:09:00,40.82619408897401,-73.80907200862234,Clear,Intersection,Medium,Car,1
2023-10-30 11:08:00,40.7870181853399,-73.84294322358731,Clear,Intersection,Medium,Car,1
2023-10-30 11:15:00,40.75581702723026,-74.0185754977441,Clear,Highway,High,Motorcycle,2
2023-10-30 11:40:00,40.80301206915158,-73.9662336133734,Fog,Intersection,Congested,Car,1
2023-10-30 15:15:00,40.80604388136342,-74.08445968997525,Clear,City Street,Medium,Truck,0
2023-10-30 15:17:00,40.83813360308775,-73.92220081495995,Clear,Intersection,High,Motorcycle,0
2023-10-30 21:44:00,40.80129921924082,-73.99702509275832,Rain,Highway,Medium,Car,0
2023-10-31 02:53:00,40.763740531192276,-74.03741833438953,Clear,Intersection,High,Car,0
2023-10-31 04:14:00,40.84264380101542,-73.87836081304518,Rain,Highway,Medium,Car,1
2023-10-31 05:41:00,40.73185921849422,-73.88692392484778,Clear,Rural Road,Medium,Car,0
2023-10-31 06:00:00,40.835975497444615,-74.09770173993286,Clear,Highway,High,Truck,1
2023-10-31 09:26:00,40.70027359687271,-73.92905145591814,Clear,Highway,Low,Motorcycle,0
2023-10-31 12:41:00,40.7241374610324,-73.8999242941275,Snow,City Street,Medium,Car,0
2023-10-31 15:02:00,40.74876854599322,-73.81073394004859,Clear,Highway,Congested,Car,0
2023-10-31 15:45:00,40.834142045666816,-73.81006066879148,Clear,City Street,Congested,Car,0
2023-10-31 19:25:00,40.74237178057282,-74.04760848579409,Fog,Intersection,Medium,Car,0
2023-10-31 19:36:00,40.84105672480786,-74.00934434700017,Clear,Intersection,Medium,Motorcycle,0
2023-10-31 19:44:00,40.74269691673973,-74.05540873330138,Clear,City Street,Low,Car,0
2023-10-31 20:34:00,40.74511598883222,-74.05933653491654,Clear,Highway,Low,Motorcycle,1
2023-10-31 21:53:00,40.85334477259084,-73.91341459505685,Rain,Intersection,High,Car,1
2023-10-31 22:09:00,40.772908394017776,-73.97315299113302,Clear,Highway,Medium,Car,0
2023-10-31 23:43:00,40.83914904967134,-73.84257662297202,Rain,Highway,High,Car,1
2023-11-01 00:50:00,40.7742384472292,-73.87645753547385,Clear,Highway,Low,Motorcycle,0
2023-11-01 01:29:00,40.80858042629553,-73.84756479800795,Clear,Rural Road,High,Car,1
2023-11-01 02:06:00,40.723978677428974,-74.0307110987098,Fog,Highway,Medium,Car,0
2023-11-01 07:10:00,40.7938646594087,-73.86967557253607,Clear,Intersection,Medium,Motorcycle,1
2023-11-01 08:16:00,40.8318750374839,-73.81860237998194,Clear,City Street,Medium,Motorcycle,0
2023-11-01 08:35:00,40.8899797967662,-74.00502166397706,Clear,City Street,Congested,Car,0
2023-11-01 11:54:00,40.89134552558289,-73.91052664784368,Clear,Intersection,High,Car,0
2023-11-01 12:33:00,40.76242389306784,-74.06617881354099,Snow,City Street,Congested,Car,1
2023-11-01 15:01:00,40.839835486292316,-73.81386918113616,Rain,Intersection,High,Car,1
2023-11-01 16:09:00,40.70685833566211,-73.93710347887607,Clear,Intersection,Medium,Car,0
2023-11-01 18:50:00,40.808787282458056,-74.04479104059526,Clear,City Street,Medium,Car,0
2023-11-01 19:49:00,40.71413419293902,-74.03619656159708,Clear,Intersection,Medium,Car,1
2023-11-01 20:30:00,40.74235985771631,-74.09487194396388,Rain,City Street,High,Car,0
2023-11-02 00:12:00,40.84572846474338,-74.06701055156049,Clear,Rural Road,Low,Truck,0
2023-11-02 04:17:00,40.78483112182381,-73.83089916168669,Clear,City Street,Medium,Bus,1
2023-11-02 05:26:00,40.885827246744356,-73.86200454859966,Rain,Highway,Congested,Motorcycle,1
2023-11-02 05:58:00,40.899927125085085,-74.07496436527866,Rain,Highway,Low,Motorcycle,1
2023-11-02 11:00:00,40.70661043897589,-73.94290210138114,Fog,Intersection,Low,Bus,2
2023-11-02 11:24:00,40.8791708514017,-73.95333727177395,Clear,Highway,Low,Motorcycle,1
2023-11-02 11:30:00,40.82037026452356,-73.99505737539384,Clear,Intersection,Medium,Car,0
2023-11-02 13:21:00,40.725223214148926,-73.90494623333451,Rain,City Street,Medium,Car,0
2023-11-02 13:37:00,40.845245158374055,-74.04829921635955,Rain,Intersection,Congested,Car,1
2023-11-02 18:00:00,40.88796363748678,-73.83337298443828,Clear,Highway,Medium,Bus,2
2023-11-02 18:03:00,40.75505157288887,-73.88925175120124,Rain,Highway,High,Motorcycle,1
2023-11-02 19:39:00,40.81462698693081,-74.07947685450604,Rain,Intersection,High,Car,0
2023-11-02 22:12:00,40.81192300115302,-74.07744214568947,Rain,Intersection,Medium,Car,1
2023-11-03 04:12:00,40.8165905898729,-73.85847835175157,Snow,Highway,Medium,Car,2
2023-11-03 06:20:00,40.895785929403395,-73.925291485278,Rain,City Street,Congested,Truck,1
2023-11-03 08:31:00,40.70640361066389,-74.01349757166159,Snow,City Street,Medium,Car,1
2023-11-03 09:11:00,40.77110870125135,-73.98063666615735,Rain,Highway,Medium,Car,1
2023-11-03 09:43:00,40.7315407242519,-74.04957076567001,Clear,City Street,Congested,Motorcycle,1
2023-11-03 10:12:00,40.820775597924815,-73.99224792363637,Clear,Intersection,Medium,Car,1
2023-11-03 12:18:00,40.78102042540942,-73.9939804939777,Clear,Highway,Medium,Car,2
2023-11-03 14:07:00,40.70442573488432,-73.85375046288758,Rain,Intersection,Low,Truck,1
2023-11-03 19:16:00,40.71620297856626,-73.95912688547229,Snow,Intersection,High,Truck,1
2023-11-03 20:35:00,40.886675099828395,-73.87716274957509,Rain,Rural Road,Medium,Motorcycle,1
2023-11-03 21:09:00,40.74615367799607,-73.81579652912043,Clear,Rural Road,Congested,Car,0
2023-11-03 21:32:00,40.74112098380783,-74.08798183102182,Clear,City Street,High,Motorcycle,0
2023-11-03 23:13:00,40.875959611462385,-73.8181305890296,Clear,Intersection,High,Car,1
2023-11-04 00:00:00,40.7917321642076,-73.97123488444791,Clear,City Street,Low,Car,0
2023-11-04 04:54:00,40.86993267552718,-74.01802907416081,Clear,Highway,Medium,Truck,1
2023-11-04 05:32:00,40.765488112590816,-73.98289802579642,Rain,Highway,Medium,Car,1
2023-11-04 06:01:00,40.79210546622728,-73.92466532870654,Clear,Intersection,Medium,Car,1
2023-11-04 06:24:00,40.756195446775905,-73.89912083502686,Rain,Intersection,Congested,Truck,1
2023-11-04 08:21:00,40.748419791465274,-73.89771254832982,Clear,City Street,Low,Motorcycle,0
2023-11-04 09:45:00,40.861019100524814,-73.81112837308514,Rain,Highway,Medium,Car,0
2023-11-04 12:40:00,40.80051339535788,-74.03724532412595,Rain,Intersection,Low,Motorcycle,1
2023-11-04 13:10:00,40.75180784202411,-74.05672401927666,Rain,Intersection,Low,Car,0
2023-11-04 15:11:00,40.87092724136373,-73.94995229811524,Fog,Intersection,Congested,Motorcycle,2
2023-11-04 18:44:00,40.73372073227651,-74.08055705230383,Fog,Highway,Low,Car,1
2023-11-04 19:35:00,40.872998794605905,-73.99313054737175,Clear,Highway,Low,Motorcycle,0
2023-11-04 20:28:00,40.881991012654524,-73.87574150404136,Clear,Intersection,Medium,Car,0
2023-11-04 21:15:00,40.73572158186473,-74.09154478429646,Clear,City Street,High,Car,0
2023-11-04 21:39:00,40.77754133262622,-73.92079077751183,Rain,Highway,Medium,Motorcycle,0
2023-11-04 22:24:00,40.87463187183788,-73.82617253041597,Clear,City Street,Congested,Car,2
2023-11-04 22:52:00,40.758581149340344,-73.91425510220557,Rain,City Street,Congested,Car,2
2023-11-05 00:48:00,40.89959241321914,-73.92204247273261,Clear,Rural Road,Low,Truck,0
2023-11-05 02:31:00,40.743253911520384,-73.98367754150193,Fog,Intersection,Medium,Truck,1
2023-11-05 02:40:00,40.713951402462406,-73.9133125872487,Rain,Intersection,Medium,Car,1
2023-11-05 03:09:00,40.847344485300276,-74.089118029593,Clear,Highway,Medium,Car,0
2023-11-05 06:26:00,40.84303837413073,-73.95463748069332,Clear,City Street,Medium,Car,0
2023-11-05 07:03:00,40.84603905323231,-73.87798410099727,Clear,Intersection,Medium,Car,0
2023-11-05 07:17:00,40.711800666799824,-74.0008656907144,Fog,Highway,Medium,Truck,0
2023-11-05 07:39:00,40.85881212517655,-74.04354852124615,Fog,City Street,High,Car,2
2023-11-05 08:09:00,40.89053308561967,-73.82202632485706,Clear,Intersection,Medium,Motorcycle,1
2023-11-05 13:13:00,40.73769760998773,-73.81496296336279,Clear,Highway,High,Truck,0
2023-11-05 13:15:00,40.87908074491165,-73.92356891043343,Snow,Intersection,Medium,Motorcycle,1
2023-11-05 15:25:00,40.72517959530835,-73.86337515629961,Clear,City Street,High,Motorcycle,2
2023-11-05 16:21:00,40.86589813460098,-73.88498702777845,Clear,City Street,Medium,Car,0
2023-11-05 18:11:00,40.7019616229428,-74.00370727990067,Fog,Intersection,Medium,Car,0
2023-11-05 19:30:00,40.86997428571221,-73.9281670450209,Clear,Rural Road,Congested,Motorcycle,0
2023-11-05 23:15:00,40.85361479716212,-73.89237747242754,Snow,Highway,Congested,Car,1
2023-11-06 01:06:00,40.83092640518342,-73.99431567578826,Fog,Highway,Medium,Motorcycle,2
2023-11-06 02:30:00,40.79947622888186,-74.0774373628944,Rain,City Street,Medium,Car,0
2023-11-06 03:59:00,40.76266476071536,-73.93399716755575,Clear,City Street,Medium,Car,0
2023-11-06 06:24:00,40.8168536404129,-73.91318988113011,Fog,City Street,Low,Car,1
2023-11-06 07:38:00,40.82791241960679,-73.93245842349819,Fog,Intersection,Low,Car,0
2023-11-06 07:41:00,40.884976488653535,-73.85681404011619,Clear,Intersection,Medium,Car,1
2023-11-06 08:55:00,40.758778016639866,-74.0881597310777,Clear,Highway,Medium,Car,0
2023-11-06 09:23:00,40.807578216597,-73.97354119054589,Clear,Intersection,High,Car,1
2023-11-06 10:00:00,40.85022944879029,-73.96746105286721,Clear,City Street,Low,Motorcycle,0
2023-11-06 12:48:00,40.80055674215439,-74.07910910520748,Clear,Rural Road,Medium,Car,0
2023-11-06 13:35:00,40.73736689998689,-73.8610591116313,Clear,Highway,Low,Motorcycle,1
2023-11-06 15:00:00,40.82782894762463,-74.0410103872602,Snow,Highway,Medium,Car,1
2023-11-06 15:17:00,40.76762159825194,-73.85103968335659,Clear,City Street,Medium,Car,0
2023-11-06 19:32:00,40.86765823877082,-73.99070261846538,Fog,City Street,High,Car,0
2023-11-06 19:48:00,40.80640269573267,-73.89534810652918,Rain,Intersection,High,Motorcycle,0
2023-11-06 19:49:00,40.731711193658334,-73.90344545589694,Rain,Intersection,High,Car,0
2023-11-06 20:29:00,40.722252249461896,-73.93392251730639,Clear,Highway,Medium,Car,1
2023-11-06 21:15:00,40.84794062688956,-74.035788092469,Rain,Rural Road,Medium,Car,1
2023-11-06 23:03:00,40.89182618658558,-73.86662955165389,Clear,Highway,Congested,Car,0
2023-11-06 23:21:00,40.72639659960248,-73.94094756906986,Fog,Highway,High,Car,0
2023-11-07 00:43:00,40.883435087024814,-74.05965973415383,Clear,Intersection,Low,Car,0
2023-11-07 00:48:00,40.814845722865535,-73.81954146172428,Clear,Highway,Low,Car,0
2023-11-07 05:27:00,40.80288077374924,-73.85102330610495,Clear,City Street,Medium,Car,1
2023-11-07 05:53:00,40.84433767824563,-73.92001671257866,Clear,Intersection,High,Truck,1
2023-11-07 06:27:00,40.76171329951779,-73.91561256519617,Clear,Intersection,High,Car,0
2023-11-07 07:51:00,40.754089237094284,-73.9671025384031,Fog,Intersection,High,Car,2
2023-11-07 11:26:00,40.75279334734712,-73.90012160920159,Clear,City Street,Medium,Car,0
2023-11-07 12:11:00,40.82194480950446,-74.0509302757991,Clear,Highway,Congested,Car,1
2023-11-07 15:34:00,40.82058952613812,-73.93711998378211,Rain,City Street,High,Motorcycle,1
2023-11-07 15:41:00,40.830551951195226,-74.0357746036492,Clear,City Street,Medium,Car,0
2023-11-07 18:28:00,40.79731333672159,-73.87762072304565,Clear,City Street,High,Bus,1
2023-11-07 19:28:00,40.73021820952108,-73.80376301491198,Fog,Highway,High,Car,2
2023-11-07 22:08:00,40.80507175369472,-73.94129359783214,Clear,Highway,High,Car,0
2023-11-08 00:28:00,40.71138029609953,-73.91918811917813,Clear,City Street,Medium,Car,0
2023-11-08 00:37:00,40.83187578572029,-73.84342982001515,Clear,Rural Road,Congested,Motorcycle,0
2023-11-08 00:57:00,40.819582198452665,-73.80281156752024,Clear,Intersection,High,Car,2
2023-11-08 03:29:00,40.89911313219997,-73.96005271189892,Snow,Intersection,Congested,Car,0
2023-11-08 03:30:00,40.75989334258952,-73.9852626649637,Clear,Intersection,High,Car,0
2023-11-08 03:53:00,40.860197173696946,-74.03103940968798,Clear,Highway,High,Car,1
2023-11-08 06:33:00,40.7727839153609,-73.99910201630085,Snow,City Street,Low,Car,0
2023-11-08 11:32:00,40.805581839566315,-74.03603389527899,Clear,Rural Road,High,Car,1
2023-11-08 15:36:00,40.827691289743406,-73.94857843493544,Clear,City Street,Medium,Car,1
2023-11-08 18:06:00,40.74983489944847,-73.96476127910816,Fog,City Street,Medium,Truck,1
2023-11-08 18:36:00,40.80636470216216,-73.92319542704836,Clear,Intersection,Medium,Car,2
2023-11-09 04:27:00,40.82434343704077,-73.8699688364576,Rain,Highway,High,Car,2
2023-11-09 07:44:00,40.81404759291541,-74.0957014633643,Snow,Intersection,Medium,Motorcycle,1
2023-11-09 07:52:00,40.86620241209713,-73.87136370738767,Rain,Intersection,Medium,Car,1
2023-11-09 08:48:00,40.725800835004655,-74.03257236661838,Rain,Intersection,Congested,Car,2
2023-11-09 11:22:00,40.7596514312753,-73.87506973249972,Clear,Rural Road,Medium,Car,0
2023-11-09 12:08:00,40.709379648189035,-73.95617654553102,Snow,Intersection,Medium,Car,1
2023-11-09 14:08:00,40.79892718808312,-74.08405377436887,Rain,Intersection,Medium,Truck,1
2023-11-09 19:08:00,40.852507022410805,-73.81509174572423,Clear,Intersection,Low,Car,1
2023-11-09 20:25:00,40.880469211285515,-73.8504260062287,Fog,City Street,Medium,Car,0
2023-11-09 20:25:00,40.77722727970571,-73.90441369650475,Fog,City Street,Medium,Motorcycle,2
2023-11-09 20:44:00,40.824983252437214,-73.99934569617619,Clear,Intersection,Medium,Motorcycle,0
2023-11-09 20:52:00,40.80570797207126,-73.97527528424034,Clear,Highway,High,Car,2
2023-11-09 21:05:00,40.793188790186,-73.9042421048602,Clear,Highway,Medium,Truck,0
2023-11-09 21:08:00,40.826763081245986,-74.08947861615644,Rain,Intersection,Congested,Car,0
2023-11-09 21:28:00,40.73867653189977,-73.85909418531018,Clear,Highway,Medium,Motorcycle,2
2023-11-09 21:35:00,40.84492183871766,-73.90038668725454,Snow,Intersection,Medium,Car,2
2023-11-09 21:44:00,40.87295117912077,-74.03129247621246,Rain,City Street,Medium,Car,1
2023-11-09 22:02:00,40.70003703905909,-73.9178003727238,Clear,Intersection,High,Car,2
2023-11-09 22:41:00,40.75077616922481,-73.98188387804034,Clear,City Street,High,Car,2
2023-11-10 02:23:00,40.73795577868625,-74.05189380459366,Clear,City Street,High,Car,1
2023-11-10 04:47:00,40.76867067728321,-73.90064597010532,Clear,Intersection,Low,Bus,1
2023-11-10 12:04:00,40.70553797735176,-74.05148779615939,Fog,Highway,Low,Car,0
2023-11-10 13:28:00,40.81528797172856,-74.03368087347444,Clear,City Street,Congested,Car,0
2023-11-10 13:35:00,40.88900749307272,-73.81519910744252,Fog,Intersection,High,Car,2
2023-11-10 13:36:00,40.7504884926056,-73.93404698815897,Clear,City Street,Medium,Motorcycle,1
2023-11-10 15:53:00,40.85894586814725,-73.82353771704096,Clear,Intersection,Congested,Car,1
2023-11-10 16:38:00,40.88230306563344,-73.98024577050333,Fog,Highway,High,Motorcycle,1
2023-11-10 18:23:00,40.83455466294582,-74.05875199364098,Clear,Intersection,High,Car,0
2023-11-10 19:16:00,40.745635543425834,-73.80542138269495,Snow,Rural Road,Medium,Motorcycle,1
2023-11-10 19:33:00,40.86327170184322,-73.84411513369812,Rain,City Street,Medium,Truck,1
2023-11-10 20:49:00,40.741352104813956,-74.04812054560816,Clear,Rural Road,High,Car,1
2023-11-10 21:11:00,40.79251266166276,-73.91371617378726,Clear,Highway,High,Car,2
2023-11-10 21:25:00,40.72950476683547,-74.073673183269,Clear,Rural Road,Medium,Motorcycle,1
2023-11-10 21:43:00,40.75083554286113,-74.09623554024333,Clear,City Street,Medium,Car,0
2023-11-10 22:40:00,40.81877436115661,-73.82401958046557,Clear,Intersection,Medium,Bus,1
2023-11-10 23:23:00,40.87995496691187,-74.09869184899753,Clear,Highway,High,Bus,1
2023-11-10 23:38:00,40.82855038279191,-74.06089049274692,Clear,City Street,Medium,Truck,0
2023-11-11 04:51:00,40.84660484297273,-74.01553946664794,Rain,Intersection,Congested,Motorcycle,1
2023-11-11 04:54:00,40.83709451700907,-73.83508268123023,Rain,City Street,Medium,Car,2
2023-11-11 06:02:00,40.824214817694084,-74.09713671222528,Rain,Highway,Congested,Motorcycle,1
2023-11-11 06:59:00,40.82829217046645,-73.86887650898662,Rain,Rural Road,High,Motorcycle,0
2023-11-11 08:47:00,40.830962260006075,-73.84252063544648,Clear,City Street,Medium,Car,0
2023-11-11 10:40:00,40.74447060384207,-73.94084307259052,Snow,City Street,Low,Car,1
2023-11-11 12:05:00,40.82459457753762,-74.0353543134171,Snow,City Street,Congested,Car,1
2023-11-11 13:59:00,40.72065176188722,-73.91670790596123,Rain,City Street,Low,Truck,1
2023-11-11 14:07:00,40.70465741588852,-74.09802227839832,Snow,City Street,Congested,Motorcycle,2
2023-11-11 19:08:00,40.79370760904314,-73.92096702122072,Clear,City Street,Low,Car,0
2023-11-12 00:48:00,40.860082172498736,-74.04675811760775,Rain,City Street,Medium,Motorcycle,0
2023-11-12 01:59:00,40.865904483057676,-74.05743445220627,Rain,City Street,High,Truck,2
2023-11-12 02:00:00,40.72856198515654,-73.96972207194393,Clear,Highway,Congested,Car,1
2023-11-12 02:20:00,40.77398882641089,-74.07434264472717,Fog,Highway,Low,Motorcycle,0
2023-11-12 02:29:00,40.80516992725276,-73.85369662210462,Snow,Intersection,Low,Truck,0
2023-11-12 05:16:00,40.79290671693162,-73.9277157107318,Rain,Intersection,Medium,Motorcycle,1
2023-11-12 05:31:00,40.77999242491679,-73.98031253188351,Clear,Intersection,Low,Car,1
2023-11-12 05:39:00,40.84083095015777,-73.88079678899116,Snow,City Street,Low,Motorcycle,1
2023-11-12 10:28:00,40.77686003751211,-73.88930710300464,Clear,City Street,High,Motorcycle,0
2023-11-12 13:35:00,40.73434623258038,-74.0757176597073,Fog,Intersection,High,Truck,2
2023-11-12 13:53:00,40.796780698604366,-73.94802920638283,Fog,City Street,Low,Truck,0
2023-11-12 17:32:00,40.75048191701406,-73.93705406288807,Fog,Intersection,Medium,Car,1
2023-11-12 19:59:00,40.704807711181175,-73.9333823463065,Clear,City Street,Medium,Motorcycle,0
2023-11-12 21:29:00,40.70449846592711,-73.97523293603633,Rain,Highway,Medium,Motorcycle,1
2023-11-12 22:16:00,40.71748981687378,-73.98665451484652,Rain,Intersection,Low,Truck,0
2023-11-12 23:16:00,40.83991179189033,-73.89789040770282,Clear,City Street,High,Car,2
2023-11-12 23:45:00,40.787255131127914,-74.0751804578037,Clear,Rural Road,Low,Motorcycle,0
2023-11-12 23:54:00,40.8111680975367,-73.98551667783985,Clear,City Street,Medium,Car,0
2023-11-13 02:58:00,40.787931146811836,-73.93121955228042,Snow,Intersection,Congested,Bus,1
2023-11-13 03:24:00,40.75374549389296,-73.8219622516772,Snow,City Street,Medium,Car,1
2023-11-13 03:39:00,40.784537387101636,-73.83792174201251,Rain,Rural Road,Medium,Truck,1
2023-11-13 05:02:00,40.75013119600832,-73.80038302363869,Fog,Intersection,Medium,Car,0
2023-11-13 07:43:00,40.7545261017735,-74.03961019543196,Fog,City Street,Low,Car,1
2023-11-13 08:38:00,40.791492329317165,-73.90322479425541,Clear,Intersection,Low,Car,1
2023-11-13 13:20:00,40.79573735949612,-73.8987912618438,Rain,Highway,Congested,Truck,1
2023-11-13 13:21:00,40.73192857356304,-73.99360117447051,Snow,Intersection,Medium,Car,1
2023-11-13 15:18:00,40.86059326022171,-74.08301926031835,Clear,Intersection,High,Car,1
2023-11-13 19:02:00,40.79785803150075,-74.02578725414017,Clear,City Street,High,Truck,0
2023-11-13 21:16:00,40.724450587974694,-73.90268282839166,Rain,Rural Road,Low,Car,0
2023-11-14 00:10:00,40.75119699075816,-74.00815221226016,Clear,Intersection,Congested,Truck,0
2023-11-14 06:31:00,40.833673045318086,-73.86458027614079,Fog,Highway,Congested,Bus,1
2023-11-14 11:49:00,40.84688092850865,-73.88024015120969,Snow,Highway,Congested,Car,1
2023-11-14 14:06:00,40.88159254370421,-73.81001321695207,Clear,Highway,Low,Car,0
2023-11-14 15:09:00,40.7575811808795,-74.00394831281359,Clear,City Street,High,Truck,1
2023-11-14 15:23:00,40.78295287180924,-73.9286974893076,Snow,Highway,High,Car,0
2023-11-14 16:37:00,40.809171880203955,-73.89344267936764,Clear,Intersection,Low,Bus,0
2023-11-14 20:43:00,40.76820341862384,-74.09045834062984,Fog,Highway,Low,Motorcycle,0
2023-11-14 21:28:00,40.763663040026955,-74.03852610584204,Rain,Intersection,Medium,Car,1
2023-11-14 21:28:00,40.83668322645874,-74.07311788188227,Rain,City Street,Medium,Car,1
2023-11-14 22:23:00,40.70776090480619,-73.88446550212333,Rain,Intersection,High,Car,1
2023-11-15 02:42:00,40.750510909481726,-73.85348693141233,Clear,City Street,Medium,Car,0
2023-11-15 04:21:00,40.721499727421886,-73.93859341105929,Fog,Highway,Low,Motorcycle,1
2023-11-15 08:52:00,40.7403342869735,-73.84240635985125,Rain,Rural Road,Low,Car,1
2023-11-15 10:14:00,40.866466628126716,-73.98974041562155,Clear,City Street,Medium,Motorcycle,1
2023-11-15 10:15:00,40.70363991843021,-73.9482586130947,Clear,City Street,Low,Car,0
2023-11-15 11:46:00,40.7860371733557,-74.07006986321335,Rain,Highway,Medium,Car,0
2023-11-15 13:18:00,40.87225726655095,-73.85560366482179,Rain,Intersection,Medium,Car,0
2023-11-15 13:23:00,40.84858174399074,-73.95375905750534,Rain,Intersection,High,Motorcycle,1
2023-11-15 14:24:00,40.85132083102081,-74.05449286527922,Rain,Highway,High,Car,1
2023-11-15 14:29:00,40.83660366369883,-74.06650899384873,Snow,Intersection,Congested,Truck,1
2023-11-15 15:24:00,40.76408998607496,-73.89856475425337,Clear,Intersection,Medium,Car,0
2023-11-15 16:07:00,40.75242621008909,-73.95638403012263,Rain,Rural Road,Medium,Car,0
2023-11-15 16:50:00,40.7865501738222,-73.83803650209197,Snow,City Street,Low,Truck,1
2023-11-15 18:27:00,40.820050606586705,-73.95298793806782,Clear,City Street,Congested,Car,0
2023-11-15 21:53:00,40.78683731839269,-73.97066805379633,Rain,Highway,Medium,Truck,1
2023-11-15 22:38:00,40.78684371923369,-73.8164647413338,Fog,City Street,Medium,Car,1
2023-11-16 02:36:00,40.79290245010082,-73.94550786450536,Rain,Intersection,Medium,Truck,1
2023-11-16 06:20:00,40.863575327577614,-73.8458825427385,Clear,City Street,High,Car,1
2023-11-16 07:10:00,40.743444819830216,-73.81757232154942,Snow,Highway,High,Car,1
